S (1)
  - P (1)
    - O (true)
      - L (-6.52500002e-04, -7.02550001e-05, -8.75025001e-04, -6.87550000e-05)
      - L (-8.75025001e-04, -6.87550000e-05, -9.37525001e-04, -8.12500001e-05)
      - L (-9.37525001e-04, -8.12500001e-05, -10.90025006e-04, -7.22550007e-05)
      - L (-10.90025006e-04, -7.22550007e-05, -12.32525008e-04, -6.62550009e-05)
      - L (-12.32525008e-04, -6.62550009e-05, -13.72524999e-04, -7.27549998e-05)
      - L (-13.72524999e-04, -7.27549998e-05, -15.10024990e-04, -8.17599991e-05)
      - L (-15.10024990e-04, -8.17599991e-05, -16.47525004e-04, -9.07550011e-05)
      - L (-16.47525004e-04, -9.07550011e-05, -17.80025009e-04, -9.97550018e-05)
      - L (-17.80025009e-04, -9.97550018e-05, -19.15024897e-04, -11.16500014e-05)
      - L (-19.15024897e-04, -11.16500014e-05, -20.40024795e-04, -12.05050126e-05)
      - L (-20.40024795e-04, -12.05050126e-05, -21.65023796e-04, -12.92500128e-05)
      - L (-21.65023796e-04, -12.92500128e-05, -22.95023693e-04, -13.77500332e-05)
      - L (-22.95023693e-04, -13.77500332e-05, -24.20023592e-04, -14.55000256e-05)
      - L (-24.20023592e-04, -14.55000256e-05, -25.45023489e-04, -15.30000463e-05)
      - L (-25.45023489e-04, -15.30000463e-05, -26.70023383e-04, -16.15000581e-05)
      - L (-26.70023383e-04, -16.15000581e-05, -27.85023280e-04, -16.99500470e-05)
      - L (-27.85023280e-04, -16.99500470e-05, -29.08023173e-04, -17.82500650e-05)
      - L (-29.08023173e-04, -17.82500650e-05, -30.31023067e-04, -18.67550252e-05)
      - L (-30.31023067e-04, -18.67550252e-05, -31.54022962e-04, -19.42500859e-05)
      - L (-31.54022962e-04, -19.42500859e-05, -33.07022876e-04, -20.27000743e-05)
      - L (-33.07022876e-04, -20.27000743e-05, -34.60022784e-04, -20.99000664e-05)
      - L (-34.60022784e-04, -20.99000664e-05, -36.13022688e-04, -21.71000779e-05)
      - L (-36.13022688e-04, -21.71000779e-05, -37.66022494e-04, -23.01000974e-05)
      - L (-38.29024482e-04, -23.03001235
