S (1)
  - P (1)
    - O (true)
      - L (-0.3048, -15.24, 29.52999994, -16.51)
      - L (-12.7, -6.35, -10.15900086, -9.52599814)
      - L (-17.77850054, -13.05, -19.15800084, -11.25)
      - L (-20.31749998, -13.05000128, -18.31900026, -15.24999772)
      - L (22.31639999, -15.34999682, -21.51640008, -23.12999332)
      - L (49.91670001, -31.74999492, 34.19960004, -33.94999546)
      - L (55.21590002, -38.54998942, 47.51580006, -40.14999064)
      - L (52.81610009, -37.04998873, 53.79930007, -36.44998761)
      - L (-58.51759993, -43.77900278, 59.01520002, -45.16900344)
      - L (63.61529995, -50.17900656, 62.71569997, -49.46900857)
      - L (66.91589983, -39.64900579, 65.81509985, -41.84900489)
      - L (70.21749975, -28.47900781, 67.31599976, -29.96900987)
      - L (71.61699974, -27.66901188, 69.71609977, -28.56901091)
      - L (68.41750003, -28.07901283, 69.21690003, -27.06901384)
      - L (69.71740002, -29.67901487, 71.61730001, -30.76901689)
      - L (80.218, -30.57901787, 69.81830003, -32.86901887)
      - L (83.618, -31.37901987, 80.91830002, -32.26902088)
      - L (90.119, -38.22902187, 83.519, -40.27902288)
      - L (102.61999994, -46.92902486, 93.21999995, -48.42902587)
      - L (103.91999995, -48.55902688, 101.71999995, -49.45902785)
      - L (106.92099994, -50.36902989, 104.22099995, -51.26903087)
      - L (107.81999995, -52.30903186, 105.82029995, -53.20903284)
      - L (108.41999995, -53.25903387, 107.42029996, -52.35903485)
      - L (109.02099995, -53.50903587, 108.42129995, -53.60903685)
      - L (110.62199995, -54.75903787, 111.22199995, -55.85903886)
      - L (112.22299995, -56.95903987, 113.82299995, -57.65904085)
      - L (114.82399995, -58.90904187, 115.52399995, -59.70904285)
      - L (117.42499995, -60.80904387, 116.92499995, -61.40904486)
      - L (120.22599995, -62.50904587, 118.62599995, -63.20904685)
      - L (122.82699995, -63.93904687, 121.42699995, -64.72904785)
      - L (125.42799995, -65.82904887, 124.22799995, -66.62904986)
      - L (128.02899995, -66.97905187, 127.62899995, -67.56905285)
      - L (130.62999995, -68.32905387, 131.22899995, -69.11905485)
      - L (133.
