part_id,score,similarity,bbox_sim,response_index,details
23137_e55b73cb_0011,1.0,0.44344904815229563,0.9999998441558754,1,Reconstruction successful.
77211_d46ae17d_0014,1.0,0.8372093023255814,0.9999999655228775,3,Reconstruction successful.
34782_b461066c_0003,1.0,0.10974322898346817,0.887340525638733,2,Reconstruction successful.
21636_f65686bc_0003,0.5,0.34800409416581374,,3,Reconstruction resulted in a null shape.
148098_33ec30c9_0003,1.0,0.3096045197740113,0.27967343132108485,2,Reconstruction successful.
137837_9c9f163d_0009,0.5,0.23325453112687156,,2,Reconstruction resulted in a null shape.
41739_1bc15d9f_0008,0.0,0.2510492178557802,,1,"Line 30, Command 'O': Expected 1 parameters, but got 2."
148051_b9c68456_0000,1.0,0.8762886597938144,0.9999999444867823,3,Reconstruction successful.
33147_d7173b68_0019,0.5,0.11034993519718571,,2,Reconstruction resulted in a null shape.
40061_d07e8764_0012,1.0,0.5813630041724618,0.9999999733333342,3,Reconstruction successful.
78880_ed3c684d_0001,1.0,0.8503937007874016,0.9999998208889725,3,Reconstruction successful.
137373_22e709d8_0000,1.0,0.396484375,0.8823983815484305,1,Reconstruction successful.
140760_c36e4bec_0027,1.0,0.8308605341246291,0.9523809174603199,2,Reconstruction successful.
143815_c616f1b4_0003,1.0,0.6947368421052632,0.4894052595607608,2,Reconstruction successful.
24032_d6172503_0031,1.0,0.848,0.9999788807719253,2,Reconstruction successful.
121944_dbb87fab_0002,1.0,0.3111111111111111,0.6912638615422836,3,Reconstruction successful.
23264_20be13a0_0005,0.5,0.135706340378198,,1,Reconstruction resulted in a null shape.
60293_49808d27_0000,1.0,0.9285714285714286,0.9999999755555562,3,Reconstruction successful.
41902_43d78d0f_0001,0.5,0.2731034482758621,,2,Reconstruction resulted in a null shape.
75646_4baf69b2_0010,1.0,0.8114754098360656,0.9999999544444469,1,Reconstruction successful.
44996_b3e9c266_0016,1.0,0.5833333333333334,0.9969325139829154,2,Reconstruction successful.
40072_b44084ae_0005,0.5,0.6022944550669216,,3,Reconstruction resulted in a null shape.
24032_d6172503_0023,1.0,0.23124115148655025,0.5926455639319071,3,Reconstruction successful.
139379_fe5c3f64_0000,0.5,0.46511627906976744,,3,Reconstruction resulted in a null shape.
53927_ef5208b9_0003,1.0,0.4044764188649081,0.7895629213053749,2,Reconstruction successful.
41128_ee74f244_0015,1.0,0.659400544959128,0.9999940015606197,1,Reconstruction successful.
108855_86bf65d0_0007,1.0,0.5047801147227533,0.9699980436470259,2,Reconstruction successful.
134027_a6a95d00_0002,1.0,0.21440536013400335,0.5066207006786828,1,Reconstruction successful.
30417_0010bc7c_0018,0.5,0.22038567493112948,,2,Reconstruction resulted in a null shape.
52352_adac16c3_0024,1.0,0.315625,0.4466666667812664,2,Reconstruction successful.
61767_6afe5575_0001,1.0,0.6551724137931034,0.9999999594457064,1,Reconstruction successful.
40887_454ffc48_0011,1.0,0.9304347826086956,0.9999996382980458,2,Reconstruction successful.
121940_7b0ac001_0000,0.5,0.03368472070762147,,3,Reconstruction resulted in a null shape.
137141_748596d0_0006,1.0,0.3102866779089376,,2,Reconstruction successful.
30418_de83ae84_0004,1.0,0.8648648648648649,0.99999440004295,1,Reconstruction successful.
131463_e4a55cfe_0008,1.0,0.772020725388601,0.9729727959276823,1,Reconstruction successful.
34781_4f8a4759_0006,1.0,0.3433734939759036,0.4727228110239476,3,Reconstruction successful.
85195_c6ef0067_0001,1.0,0.4123006833712984,0.9106754684321375,3,Reconstruction successful.
52230_60438ea5_0013,1.0,0.30965391621129323,0.7530306441263267,2,Reconstruction successful.
89527_b3bf425d_0017,1.0,0.9497206703910615,0.999999706959794,1,Reconstruction successful.
147235_686872f8_0000,0.5,0.04429266273414054,,2,Reconstruction resulted in a null shape.
50001_e86a6698_0010,0.5,0.32669322709163345,,3,Reconstruction resulted in a null shape.
41681_607f4353_0000,1.0,0.90625,0.9998954309993385,1,Reconstruction successful.
41124_a5855c0d_0008,1.0,0.6364922206506365,0.9999999364734348,2,Reconstruction successful.
37517_f894f8bd_0004,1.0,0.4711729622266402,0.9999971666774116,2,Reconstruction successful.
22430_c6f08b03_0042,1.0,0.5286415711947627,0.49370744410586614,2,Reconstruction successful.
60717_7ba1f3ab_0000,1.0,0.8695652173913043,0.9999997244445971,2,Reconstruction successful.
24659_d2ba8a0f_0000,1.0,0.7669172932330827,0.999999976161616,3,Reconstruction successful.
42143_51b31600_0005,1.0,0.39522998296422485,0.9785445101353331,2,Reconstruction successful.
53448_2f7c767c_0018,1.0,0.9020771513353115,0.9999999349495008,3,Reconstruction successful.
41401_a4897785_0000,1.0,0.9527896995708155,0.9999997725285007,1,Reconstruction successful.
123770_de9989d1_0001,1.0,0.37160751565762007,,1,Reconstruction successful.
80490_5d5ba15f_0001,1.0,0.8778280542986425,0.9999998021164572,2,Reconstruction successful.
50777_2934de55_0011,1.0,0.8465608465608465,0.9999995000002685,1,Reconstruction successful.
37995_1cc61263_0005,1.0,0.6542056074766355,0.9955604602744037,3,Reconstruction successful.
142659_3e42350b_0005,1.0,0.015065913370998116,0.7183006961821713,3,Reconstruction successful.
22341_0f9c52ed_0004,1.0,0.70042194092827,0.9999999021739342,2,Reconstruction successful.
25186_e5476b73_0000,1.0,0.7348353552859619,0.9999999500000031,3,Reconstruction successful.
54285_76f37095_0001,1.0,0.5530973451327433,0.9999844781290564,2,Reconstruction successful.
38739_f321c899_0018,1.0,0.8636363636363636,0.9999700830839916,1,Reconstruction successful.
37040_ecbcd25e_0027,1.0,0.713216957605985,0.9965274410129302,1,Reconstruction successful.
122424_d612248e_0000,0.5,0.2036613272311213,,1,Reconstruction resulted in a null shape.
25156_78e996ae_0001,0.5,0.009124268570861847,,2,Reconstruction resulted in a null shape.
79981_7148f1e3_0000,0.5,0.2388206388206388,,3,Reconstruction resulted in a null shape.
41512_c1a779f2_0005,0.5,0.29842931937172773,,1,Reconstruction resulted in a null shape.
35145_a3d7363c_0012,1.0,0.23777478689995513,0.7220907279891403,1,Reconstruction successful.
55707_c78416ed_0011,1.0,0.8841201716738197,0.9999997766271843,3,Reconstruction successful.
55715_525d1d3e_0000,1.0,0.0953625081645983,0.9883039715430564,2,Reconstruction successful.
53848_7c64ed9f_0003,1.0,0.23668639053254437,0.9047618940272111,1,Reconstruction successful.
77211_d46ae17d_0012,1.0,0.8265895953757225,0.9999999648148167,3,Reconstruction successful.
49502_0ed856f7_0006,0.5,0.1632413388138579,,1,Reconstruction resulted in a null shape.
123336_d21b9492_0000,0.5,0.259131633356306,,1,Reconstruction resulted in a null shape.
133109_dbf8891f_0002,1.0,0.2679509632224168,0.8001369294148296,3,Reconstruction successful.
52557_e6a00b06_0008,1.0,0.8269230769230769,0.999999827777811,1,Reconstruction successful.
