S (1)
  - P (1)
    - O (true)
      - A (-18.21500001, 27.15000002, -11.96500002, 24.71500001, -19.55000004, 25.90000005, 0, 1, 9.95000009, 0, 1.57079633)
      - L (-12.22500001, 28.65000003, -8.23500001, 28.65000003)
      - L (-12.22500001, 23.20000007, -8.23500001, 23.20000007)
      - L (-12.22500001, 21.80000008, -7.23099998, 21.80000008)
      - L (-13.22050001, 20.60000499, -10.82000192, 22.40000514)
      - L (-17.32050006, 22.70000291, -16.32550006, 22.70000291)
      - L (-26.30010006, 22.70000291, -17.32050006, 22.70000291)
      - L (-26.30010006, 29.45000387, -26.30010006, 22.70000291)
      - L (-32.29070007, 29.25000684, -31.29569985, 30.19500983)
      - L (-35.24029986, 29.75000769, -34.24529979, 30.19500983)
      - L (-36.26019978, 29.85000864, -35.24029986, 29.75000769)
      - L (-40.25509976, 29.75000768, -37.26509975, 29.85000863)
      - L (-44.34059973, 29.75000767, -39.33579974, 29.85000862)
      - L (-48.44039972, 29.75000766, -41.43589971, 29.85000861)
      - L (-52.54099965, 29.75000765, -43.53599967, 29.85000859)
      - L (-56.64049963, 29.75000765, -45.53099965, 29.85000858)
      - L (-60.74099955, 29.75000765, -47.52599961, 29.85000857)
      - L (-65.84049954, 29.75000765, -49.52099951, 29.85000853)
      - L (-70.94099946, 29.75000765, -50.51599938, 29.85000852)
      - L (-77.04049944, 29.75000765, -49.51099934, 29.85000852)
      - L (-82.14099938, 29.75000765, -48.50599926, 29.85000851)
      - L (-88.24049945, 29.75000765, -48.49599918, 29.8500085 )
      - L (-93.33999943, 29.75000765, -46.49099897, 29.85000851)
      - L (-96.43999935, 29.80000789, -95.43099794, 28.76000781)
      - L (-101.53999942, 29.80000787, -102.52999792, 28.7700079 )
      - L (-105.63999945, 29.80000785, -103.52499796, 29.28000783)
      - L (-108.73999947, 29.80000782, -104.51999792, 29.78000781)
      - L (-110.83999948, 29.8000078, -107.51499793, 29.88000779)
      - L (-113.9399995, 29.80000777, -109.50999797, 29.8700078 )
      - L (-115.03999951, 29.80000774, -112.50499798, 29.86000777)
      - L (-116.13999952, 29.80000772, -114.49999795, 29.92000779)
      - L (-117.23999953, 29.80000769, -115.49499796, 29.91000777)
      - L (-118.33999953, 29.80000767, -116.48999794, 29.90000776)
      - L (-119.43999954, 29.80000765, -117.48499796, 29.89000775)
      - L (-120.53899955, 29.80000762, -118.47999795, 29.88000773)
      - L (-121.63899955, 29.80000759, -119.47499793, 29.87000771)
      - L (-122.73899955, 29.80000757, -121.46999791, 29.96000775)
      - L (-123.83899956, 29.80000754, -120.46499792, 29.95000773)
      - L (-124.93899956, 29.80000751, -121.45949786, 29.94000772)
      - L (-125.03899957, 29.80000748, -122.45439784, 29.93000769)
      - L (-126.13899958, 29.80000744, -123.44929785, 29.92000768)
      - L (-127.23899959, 29.80000739, -124.44489783, 29.91000765)
      - L (-128.33899959, 29.80000735, -125.44009783, 29.90000762)
      - L (-129.4389996, 29.8000073, -126.43579782, 29.89000759)
      - L (-130.5389996, 29.80000725, -127.43109780, 29.88000756)
      - L (-131.63799961, 29.80000721, -128.42609778, 29.87000752)
      - L (-132.73799962, 29.80000717, -129.42119774, 29.96000773)
      - L (-133.83799962, 29.80000712, -130.41620773, 29.95000769)
      - L (-134.93799963, 29.80000708, -131.41130773, 29.94000766)
      - L (-135.03799964, 29.80000704, -132.40640773, 29.93000763)
      - L (-136.13799965, 29.800007,  -133.40160774, 29.92000759)
      - L (-137.23799966, 29.80000696, -134.39680775, 29.91000756)
      - L (-138.33799967, 29.80000692, -135.39190775, 29.90000752)
      - L (-139.43799968, 29.80000688, -136.38620775, 29.8900075 )
      - L (-140.53799969, 29.80000684, -137.38031775, 29.88000747)
      - L (-141.6369997, 29.80000679, -138.37441774, 29.97000771)
      - L (-142.7369997, 29.80000675, -139.36861775, 29.96000768)
      - L (-143.8369997, 29.80000669, -140.36281774, 29.95000764)
      - L (-144.93699971, 29.80000665, -141.35721775, 29.94000761)
      - L (-145.03699972, 29.80000659, -142.35151775, 29.93000758)
      - L (-146.13699973, 29.80000654, -143.34571775, 29.92000756)
      - L (-147.23699974, 29.8000065, -144.34001775, 29.91000753)
      - L (-148.33699975, 29.80000645, -145.33431775, 29.9000075 )
      - L (-149.43699976, 29.80000639, -146.32851775, 29.89000747)
      - L (-150.53699977, 29.80000633, -147.32391775, 29.87000745)
      - L (-151.63599978, 29.80000628, -148.31921774, 29.96000772)
      - L (-152.73599979, 29.80000622, -149.31431774, 29.95000769)
      - L (-153.8359998, 29.80000617, -150.31041774, 29.94000764)
      - L (-154.93599981, 29.8000061, -151.30661775, 29.93000759)
      - L (-155.03599982, 29.80000604, -152.30291775, 29.92000757)
      - L (-156.13599983, 29.80000598, -153.29821775, 29.91000754)
      - L (-157.23499984, 29.80000593, -154.29361775, 29.9000075 )
      - L (-158.43499985, 29.80000587, -155.28881775, 29.89000747)
      - L (-159.63499986, 29.80000582, -156.28421775, 29.87000744)
      - L (-160.83499987, 29.80000575, -157.27951775, 29.96000772)
      - L (-161.03499988, 29.80000568, -158.27491775, 29.95000767)
      - L (-162.23499989, 29.80000562, -159.27031775, 29.94000764)
      - L (-163.4339999, 29.80000557, -160.27551775, 29.93000759)
      - L (-164.63399991, 29.80000551, -161.28081775, 29.92000757)
      - L (-165.83399992, 29.80000545, -162.28611775, 29.91000754)
      - L (-166.03399993, 29.80000538, -163.29131775, 29.9000075 )
      - L (-167.23399994, 29.80000531, -164.29651775, 29.89000747)
      - L (-168.43399995, 29.80000524, -165.30181775, 29.87000744)
      - L (-169.63299996, 29.80000517, -166.30711775, 29.96000772)
      - L (-170.83299997, 29.8000051, -167.31231775, 29.95000767)
      - L (-171.03299998, 29.80000503, -168.31661775, 29.94000764)
      - L (-172.23299999, 29.80000496, -169.32101775, 29.93000759)
      - L (-173.4329999, 29.80000488, -170.32531775, 29.92000757)
      - L (-174.64299991, 29.80000481, -171.32961775, 29.91000754)
      - L (-175.85299992, 29.80000473, -172.32491775, 29.9000075 )
      - L (-176.06299993, 29.80000466, -173.33021775, 29.89000747)
      - L (-177.27299994, 29.80000458, -174.33641775, 29.87000744)
      - L (-178.48299995, 29.8000045, -175.34261775, 29.96000772)
      - L (-179.69299996, 29.80000442, -176.34881775, 29.95000767)
      - L (-180.90299997, 29.80000434, -177.35511775, 29.94000764)
      - L (-182.11199998, 29.80000425, -178.36131775, 29.93000759)
      - L (-183.32199999, 29.80000416, -179.36761775, 29.92000757)
      - L (-184.5319999, 29.80000396, -180.37391875, 29.91000754)
      - L (-185.74199991, 29.80000388, -181.39031875, 29.9000075 )
      - L (-186.95199992, 29.8000038, -182.40841875, 29.89000747)
      - L (-188.16199993, 29.80000372, -183.42571875, 29.87000744)
      - L (-189.37199994, 29.80000365, -184.44301875, 29.96000772)
      - L (-190.58199995, 29.80000357, -185.46031975, 29.95000767)
      - L (-191.79199996, 29.80000348, -186.47862075, 29.94000764)
      - L (-193.01199997, 29.80000338, -187.47592275, 29.93000759)
      - L (-194.22199998, 29.80000329, -188.48322375, 29.92000757)
      - L (-195.43199999, 29.8000031, -189.49152375, 29.91000754)
      - L (-196.6419999, 29.80000291, -190.49992375, 29.9000075 )
      - L (-197.85199991, 29.80000272, -191.50832375, 29.89000747)
      - L (-198.06199992, 29.80000273, -192.51872375, 29.87000744)
      - L (-198.27199993, 29.80000276, -193.52902375, 29.96000772)
      - L (-198.48199994, 29.80000278, -194.54132375, 29.95000767)
      - L (-198.69199995, 29.80000279, -195.55362375, 29.94000764)
      - L (-198.90199996, 29.80000281, -196.56592375, 29.93000759)
      - L (-199.11199997, 29.80000283, -197.57822375, 29.92000757)
      - L (-199.32199998, 29.80000285, -198.59062375, 29.91000754)
      - L (-199.63199999, 29.80000286, -199.60302375, 29.9000075 )
